location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
United Kingdom,GBR,22/04/2021,45012308,33388637,11623671,,562056,500934,65.99,48.95,17.04,,7344,116345,0.171
United Kingdom,GBR,23/04/2021,45613109,33524423,12088686,,600801,496017,66.87,49.15,17.72,,7272,116378,0.171
United Kingdom,GBR,24/04/2021,46309512,33673190,12636322,,696403,504206,67.9,49.37,18.53,,7392,117710,0.173
United Kingdom,GBR,25/04/2021,46650008,33752885,12897123,,340496,509360,68.39,49.49,18.91,,7468,117205,0.172
United Kingdom,GBR,26/04/2021,47045391,33843580,13201811,,395383,512497,68.97,49.62,19.36,,7514,115923,0.17
United Kingdom,GBR,27/04/2021,47540984,33959908,13581076,,495593,517918,69.7,49.79,19.91,,7593,117167,0.172
United Kingdom,GBR,28/04/2021,48138009,34094048,14043961,,597025,526822,70.58,49.99,20.59,,7724,119485,0.175
United Kingdom,GBR,29/04/2021,48752144,34216616,14535528,,614135,534262,71.48,50.17,21.31,,7833,118283,0.173
United Kingdom,GBR,30/04/2021,49319518,34362205,14957313,,567374,529487,72.31,50.38,21.93,,7763,119683,0.175
United Kingdom,GBR,01/05/2021,49834997,34505380,15329617,,515479,503641,73.06,50.59,22.48,,7384,118884,0.174
United Kingdom,GBR,02/05/2021,50097812,34595304,15502508,,262815,492543,73.45,50.72,22.73,,7221,120346,0.176
United Kingdom,GBR,03/05/2021,50297911,34667904,15630007,,200099,464646,73.74,50.83,22.92,,6812,117761,0.173
United Kingdom,GBR,04/05/2021,50682567,34795074,15887493,,384656,448798,74.31,51.01,23.29,,6580,119309,0.175
United Kingdom,GBR,05/05/2021,51225890,34934171,16291719,,543323,441126,75.1,51.22,23.89,,6467,120018,0.176
United Kingdom,GBR,06/05/2021,51834361,35069641,16764720,,608471,440317,76,51.42,24.58,,6456,121861,0.179
United Kingdom,GBR,07/05/2021,52433184,35202642,17230542,,598823,444809,76.87,51.61,25.26,,6521,120062,0.176
United Kingdom,GBR,08/05/2021,53041048,35371669,17669379,,607864,458007,77.76,51.86,25.91,,6715,123756,0.181
United Kingdom,GBR,09/05/2021,53328845,35472295,17856550,,287797,461576,78.19,52.01,26.18,,6767,125284,0.184
United Kingdom,GBR,10/05/2021,53675733,35587348,18088385,,346888,482546,78.7,52.18,26.52,,7075,131349,0.193
United Kingdom,GBR,11/05/2021,54160993,35722461,18438532,,485260,496918,79.41,52.37,27.03,,7285,132484,0.194
United Kingdom,GBR,12/05/2021,54797640,35906671,18890969,,636647,510250,80.34,52.64,27.7,,7481,138929,0.204
United Kingdom,GBR,13/05/2021,55434965,36115955,19319010,,637325,514372,81.27,52.95,28.32,,7541,149473,0.219
United Kingdom,GBR,14/05/2021,56048435,36336023,19712412,,613470,516464,82.17,53.27,28.9,,7572,161912,0.237
United Kingdom,GBR,15/05/2021,56677012,36573354,20103658,,628577,519423,83.1,53.62,29.47,,7615,171669,0.252
United Kingdom,GBR,16/05/2021,56992075,36704672,20287403,,315063,523319,83.56,53.81,29.74,,7672,176054,0.258
United Kingdom,GBR,17/05/2021,57357857,36811405,20546452,,365782,526018,84.09,53.97,30.12,,7712,174865,0.256
United Kingdom,GBR,18/05/2021,57855958,36985505,20870453,,498101,527852,84.82,54.23,30.6,,7739,180435,0.265
United Kingdom,GBR,19/05/2021,58489834,37250363,21239471,,633876,527456,85.75,54.61,31.14,,7733,191956,0.281
United Kingdom,GBR,20/05/2021,59178397,37518614,21659783,,688563,534776,86.76,55.01,31.76,,7840,200380,0.294
United Kingdom,GBR,21/05/2021,59824737,37738271,22086466,,646340,539472,87.71,55.33,32.38,,7909,200321,0.294
United Kingdom,GBR,22/05/2021,60587098,37943681,22643417,,762361,558584,88.83,55.63,33.2,,8190,195761,0.287
United Kingdom,GBR,23/05/2021,60965594,38070038,22895556,,378496,567646,89.38,55.82,33.57,,8322,195052,0.286
United Kingdom,GBR,24/05/2021,61420928,38192417,23228511,,455334,580439,90.05,55.99,34.06,,8510,197287,0.289
United Kingdom,GBR,25/05/2021,61995062,38378564,23616498,,574134,591301,90.89,56.27,34.62,,8669,199008,0.292
United Kingdom,GBR,26/05/2021,62658639,38614683,24043956,,663577,595544,91.87,56.61,35.25,,8731,194903,0.286
United Kingdom,GBR,27/05/2021,63349252,38871200,24478052,,690613,595836,92.88,56.99,35.89,,8736,193227,0.283
United Kingdom,GBR,28/05/2021,63989645,39075642,24914003,,640393,594987,93.82,57.29,36.53,,8723,191053,0.28
United Kingdom,GBR,29/05/2021,64592019,39259168,25332851,,602374,572132,94.7,57.56,37.14,,8388,187927,0.276
United Kingdom,GBR,30/05/2021,64923228,39384055,25539173,,331209,565376,95.19,57.74,37.44,,8289,187717,0.275
United Kingdom,GBR,31/05/2021,65211877,39477158,25734719,,288649,541564,95.61,57.88,37.73,,7940,183534,0.269
United Kingdom,GBR,01/06/2021,65658949,39585665,26073284,,447072,523412,96.26,58.04,38.23,,7674,172443,0.253
United Kingdom,GBR,02/06/2021,66180731,39758428,26422303,,521782,503156,97.03,58.29,38.74,,7377,163392,0.24
United Kingdom,GBR,03/06/2021,66749638,39949694,26799944,,568907,485769,97.86,58.57,39.29,,7122,154071,0.226
United Kingdom,GBR,04/06/2021,67317593,40129618,27187975,,567955,475421,98.7,58.83,39.86,,6970,150568,0.221
United Kingdom,GBR,05/06/2021,67994584,40333231,27661353,,676991,486081,99.69,59.13,40.55,,7127,153438,0.225
United Kingdom,GBR,06/06/2021,68381870,40460576,27921294,,387286,494092,100.26,59.32,40.94,,7244,153789,0.225
United Kingdom,GBR,07/06/2021,68800879,40573517,28227362,,419009,512715,100.87,59.49,41.38,,7517,156623,0.23
United Kingdom,GBR,08/06/2021,69251163,40710319,28540844,,450284,513173,101.53,59.69,41.84,,7524,160665,0.236
United Kingdom,GBR,09/06/2021,69743980,40886878,28857102,,492817,509036,102.25,59.95,42.31,,7463,161207,0.236
United Kingdom,GBR,10/06/2021,70253625,41088485,29165140,,509645,500570,103,60.24,42.76,,7339,162684,0.239
United Kingdom,GBR,11/06/2021,70769348,41297016,29472332,,515723,493108,103.76,60.55,43.21,,7230,166771,0.245
United Kingdom,GBR,12/06/2021,71343859,41551201,29792658,,574511,478468,104.6,60.92,43.68,,7015,173996,0.255
United Kingdom,GBR,13/06/2021,71672208,41698429,29973779,,328349,470048,105.08,61.14,43.95,,6891,176836,0.259
United Kingdom,GBR,14/06/2021,72040763,41831056,30209707,,368555,462841,105.62,61.33,44.29,,6786,179648,0.263
United Kingdom,GBR,15/06/2021,72461462,42021089,30440373,,420699,458614,106.24,61.61,44.63,,6724,187253,0.275
United Kingdom,GBR,16/06/2021,72891861,42216654,30675207,,430399,449697,106.87,61.89,44.97,,6593,189968,0.279
United Kingdom,GBR,17/06/2021,73359099,42460632,30898467,,467238,443639,107.55,62.25,45.3,,6504,196021,0.287
United Kingdom,GBR,18/06/2021,73787916,42683772,31104144,,428817,431224,108.18,62.58,45.6,,6322,198108,0.29
United Kingdom,GBR,19/06/2021,74304520,42964013,31340507,,516604,422952,108.94,62.99,45.95,,6201,201830,0.296
United Kingdom,GBR,20/06/2021,74577678,43127763,31449915,,273158,415067,109.34,63.23,46.11,,6085,204191,0.299
United Kingdom,GBR,21/06/2021,74638083,43148843,31489240,,60405,371046,109.43,63.26,46.17,,5440,188255,0.276
United Kingdom,GBR,22/06/2021,75188795,43448680,31740115,,550712,389619,110.24,63.7,46.53,,5712,203942,0.299
United Kingdom,GBR,23/06/2021,75564430,43656327,31908103,,375635,381796,110.79,64.01,46.78,,5598,205668,0.302
United Kingdom,GBR,24/06/2021,75963777,43877861,32085916,,399347,372097,111.37,64.33,47.04,,5455,202461,0.297
United Kingdom,GBR,25/06/2021,76341044,44080358,32260686,,377267,364733,111.93,64.63,47.3,,5347,199512,0.293
United Kingdom,GBR,26/06/2021,76774990,44314799,32460191,,433946,352924,112.56,64.97,47.59,,5174,192969,0.283
United Kingdom,GBR,27/06/2021,77038257,44454511,32583746,,263267,351511,112.95,65.18,47.77,,5154,189535,0.278
United Kingdom,GBR,28/06/2021,77303533,44581771,32721762,,265276,380779,113.34,65.36,47.97,,5583,204704,0.3
United Kingdom,GBR,29/06/2021,77592212,44719762,32872450,,288679,343345,113.76,65.56,48.2,,5034,181583,0.266
United Kingdom,GBR,30/06/2021,77909177,44860978,33048199,,316965,334964,114.22,65.77,48.45,,4911,172093,0.252
United Kingdom,GBR,01/07/2021,78254768,45013503,33241265,,345591,327284,114.73,66,48.74,,4798,162235,0.238
United Kingdom,GBR,02/07/2021,78555851,45137108,33418743,,301083,316401,115.17,66.18,49,,4639,150964,0.221
United Kingdom,GBR,03/07/2021,78889449,45274497,33614952,,333598,302066,115.66,66.38,49.28,,4429,137100,0.201
United Kingdom,GBR,04/07/2021,79078081,45351719,33726362,,188632,291403,115.94,66.49,49.45,,4272,128173,0.188
United Kingdom,GBR,05/07/2021,79302857,45428681,33874176,,224776,285618,116.27,66.6,49.66,,4188,120987,0.177
United Kingdom,GBR,06/07/2021,79541794,45514492,34027302,,238937,278512,116.62,66.73,49.89,,4083,113533,0.166
United Kingdom,GBR,07/07/2021,79800224,45601445,34198779,,258430,270150,117,66.86,50.14,,3961,105781,0.155
United Kingdom,GBR,08/07/2021,80072121,45697875,34374246,,271897,259622,117.4,67,50.4,,3806,97767,0.143
United Kingdom,GBR,09/07/2021,80341023,45787958,34553065,,268902,255025,117.79,67.13,50.66,,3739,92979,0.136
United Kingdom,GBR,10/07/2021,80646232,45881721,34764511,,305209,250969,118.24,67.27,50.97,,3680,86746,0.127
United Kingdom,GBR,11/07/2021,80795852,45923721,34872131,,149620,245396,118.46,67.33,51.13,,3598,81715,0.12
United Kingdom,GBR,12/07/2021,80975508,45978017,34997491,,179656,238950,118.72,67.41,51.31,,3503,78477,0.115
United Kingdom,GBR,13/07/2021,81192857,46037090,35155767,,217349,235866,119.04,67.5,51.54,,3458,74657,0.109
United Kingdom,GBR,14/07/2021,81438892,46097464,35341428,,246035,234095,119.4,67.58,51.81,,3432,70860,0.104
United Kingdom,GBR,15/07/2021,81702466,46159145,35543321,,263574,232906,119.79,67.67,52.11,,3415,65896,0.097
United Kingdom,GBR,16/07/2021,81974271,46228636,35745635,,271805,233321,120.18,67.78,52.41,,3421,62954,0.092
United Kingdom,GBR,17/07/2021,82266702,46295853,35970849,,292431,231496,120.61,67.88,52.74,,3394,59162,0.087
United Kingdom,GBR,18/07/2021,82413766,46314039,36099727,,147064,231131,120.83,67.9,52.93,,3389,55760,0.082
United Kingdom,GBR,19/07/2021,82592996,46349709,36243287,,179230,231070,121.09,67.95,53.14,,3388,53099,0.078
United Kingdom,GBR,20/07/2021,82793310,46388744,36404566,,200314,228636,121.39,68.01,53.37,,3352,50236,0.074
United Kingdom,GBR,21/07/2021,83021749,46433845,36587904,,228439,226122,121.72,68.08,53.64,,3315,48054,0.07
United Kingdom,GBR,22/07/2021,83254082,46477881,36776201,,232333,221659,122.06,68.14,53.92,,3250,45534,0.067
United Kingdom,GBR,23/07/2021,83486397,46520855,36965542,,232315,216018,122.4,68.21,54.2,,3167,41746,0.061
United Kingdom,GBR,24/07/2021,83734088,46564660,37169428,,247691,209627,122.76,68.27,54.49,,3073,38401,0.056
United Kingdom,GBR,25/07/2021,83876595,46589211,37287384,,142507,208976,122.97,68.31,54.67,,3064,39310,0.058
United Kingdom,GBR,26/07/2021,84055550,46619230,37436320,,178955,208936,123.24,68.35,54.89,,3063,38503,0.056
United Kingdom,GBR,27/07/2021,84242602,46654632,37587970,,187052,207042,123.51,68.4,55.11,,3035,37984,0.056
United Kingdom,GBR,28/07/2021,84457622,46698479,37759143,,215020,205125,123.83,68.47,55.36,,3007,37805,0.055
United Kingdom,GBR,29/07/2021,84679893,46740832,37939061,,222271,203687,124.15,68.53,55.62,,2986,37564,0.055
United Kingdom,GBR,30/07/2021,84887713,46777556,38110157,,207820,200188,124.46,68.58,55.87,,2935,36672,0.054
United Kingdom,GBR,31/07/2021,85138553,46816382,38322171,,250840,200638,124.82,68.64,56.19,,2942,35960,0.053
United Kingdom,GBR,01/08/2021,85277829,46837614,38440215,,139276,200176,125.03,68.67,56.36,,2935,35486,0.052
United Kingdom,GBR,02/08/2021,85430113,46863706,38566407,,152284,196366,125.25,68.71,56.54,,2879,34925,0.051
United Kingdom,GBR,03/08/2021,85602164,46892996,38709168,,172051,194223,125.5,68.75,56.75,,2848,34052,0.05
United Kingdom,GBR,04/08/2021,85801167,46926330,38874837,,199003,191935,125.8,68.8,57,,2814,32550,0.048
United Kingdom,GBR,05/08/2021,86009359,46961830,39047529,,208192,189924,126.1,68.85,57.25,,2785,31571,0.046
United Kingdom,GBR,06/08/2021,86214691,46998806,39215885,,205332,189568,126.4,68.91,57.5,,2779,31607,0.046
United Kingdom,GBR,07/08/2021,86466264,47036796,39429468,,251573,189673,126.77,68.96,57.81,,2781,31488,0.046
United Kingdom,GBR,08/08/2021,86611177,47059639,39551538,,144913,190478,126.98,69,57.99,,2793,31718,0.047
United Kingdom,GBR,09/08/2021,86780455,47091889,39688566,,169278,192906,127.23,69.04,58.19,,2828,32598,0.048
United Kingdom,GBR,10/08/2021,86969109,47129400,39839709,,188654,195278,127.51,69.1,58.41,,2863,33772,0.05
United Kingdom,GBR,11/08/2021,87184438,47170968,40013470,,215329,197610,127.82,69.16,58.66,,2897,34948,0.051
United Kingdom,GBR,12/08/2021,87421381,47215352,40206029,,236943,201717,128.17,69.22,58.95,,2957,36217,0.053
United Kingdom,GBR,13/08/2021,87633456,47255842,40377614,,212075,202681,128.48,69.28,59.2,,2972,36719,0.054
United Kingdom,GBR,14/08/2021,87879643,47302445,40577198,,246187,201911,128.84,69.35,59.49,,2960,37950,0.056
United Kingdom,GBR,15/08/2021,88037283,47333702,40703581,,157640,203729,129.07,69.4,59.68,,2987,39152,0.057
United Kingdom,GBR,16/08/2021,88211389,47369418,40841971,,174106,204419,129.33,69.45,59.88,,2997,39647,0.058
United Kingdom,GBR,17/08/2021,88401088,47413242,40987846,,189699,204568,129.61,69.51,60.09,,2999,40549,0.059
United Kingdom,GBR,18/08/2021,88617595,47460526,41157069,,216507,204737,129.92,69.58,60.34,,3002,41365,0.061
United Kingdom,GBR,19/08/2021,88848633,47516505,41332128,,231038,203893,130.26,69.67,60.6,,2989,43022,0.063
United Kingdom,GBR,20/08/2021,89076910,47577390,41499520,,228277,206208,130.6,69.75,60.84,,3023,45935,0.067
United Kingdom,GBR,21/08/2021,89344797,47650396,41694401,,267887,209308,130.99,69.86,61.13,,3069,49707,0.073
United Kingdom,GBR,22/08/2021,89501494,47690741,41810753,,156697,209173,131.22,69.92,61.3,,3067,51006,0.075
United Kingdom,GBR,23/08/2021,89679178,47737142,41942036,,177684,209684,131.48,69.99,61.49,,3074,52532,0.077
United Kingdom,GBR,24/08/2021,89865264,47792552,42072712,,186086,209168,131.75,70.07,61.68,,3067,54187,0.079
United Kingdom,GBR,25/08/2021,90095045,47860628,42234417,,229781,211064,132.09,70.17,61.92,,3094,57157,0.084
United Kingdom,GBR,26/08/2021,90295121,47915768,42379353,,200076,206641,132.38,70.25,62.13,,3030,57038,0.084
United Kingdom,GBR,27/08/2021,90471514,47960705,42510809,,176393,199229,132.64,70.32,62.33,,2921,54759,0.08
United Kingdom,GBR,28/08/2021,90648473,48003976,42644497,,176959,186239,132.9,70.38,62.52,,2730,50511,0.074
United Kingdom,GBR,29/08/2021,90752303,48028366,42723937,,103830,178687,133.05,70.42,62.64,,2620,48232,0.071
United Kingdom,GBR,30/08/2021,90838594,48048009,42790585,,86291,165631,133.18,70.44,62.74,,2428,44410,0.065
United Kingdom,GBR,31/08/2021,90997895,48087908,42909987,,159301,161804,133.41,70.5,62.91,,2372,42194,0.062
United Kingdom,GBR,01/09/2021,91155368,48131996,43023372,,157473,151475,133.64,70.57,63.08,,2221,38767,0.057
United Kingdom,GBR,02/09/2021,91314745,48171998,43142747,,159377,145661,133.88,70.63,63.25,,2136,36604,0.054
United Kingdom,GBR,03/09/2021,91460601,48207264,43253337,,145856,141298,134.09,70.68,63.41,,2072,35223,0.052
United Kingdom,GBR,04/09/2021,91630208,48248318,43381890,,169607,140248,134.34,70.74,63.6,,2056,34906,0.051
United Kingdom,GBR,05/09/2021,91725196,48270113,43455083,,94988,138985,134.48,70.77,63.71,,2038,34535,0.051
United Kingdom,GBR,06/09/2021,91827909,48292811,43535098,,102713,141331,134.63,70.8,63.83,,2072,34972,0.051
United Kingdom,GBR,07/09/2021,91940381,48319435,43620946,,112472,134641,134.8,70.84,63.95,,1974,33075,0.048
United Kingdom,GBR,08/09/2021,92053472,48344566,43708906,,113091,128301,134.96,70.88,64.08,,1881,30367,0.045
United Kingdom,GBR,09/09/2021,92175948,48370340,43805608,,122476,123029,135.14,70.92,64.22,,1804,28335,0.042
United Kingdom,GBR,10/09/2021,92293823,48396404,43897419,,117875,119032,135.31,70.96,64.36,,1745,27020,0.04
United Kingdom,GBR,11/09/2021,92419795,48424317,43995478,,125972,112798,135.5,71,64.5,,1654,25143,0.037
United Kingdom,GBR,12/09/2021,92487365,48439272,44048093,,67570,108881,135.6,71.02,64.58,,1596,24166,0.035
United Kingdom,GBR,13/09/2021,92567446,48458700,44108746,,80081,105648,135.72,71.05,64.67,,1549,23698,0.035
United Kingdom,GBR,14/09/2021,92651816,48476345,44175471,,84370,101634,135.84,71.07,64.77,,1490,22416,0.033
United Kingdom,GBR,15/09/2021,92739508,48500747,44238761,,87692,98005,135.97,71.11,64.86,,1437,22312,0.033
United Kingdom,GBR,16/09/2021,92826532,48523798,44302734,,87024,92941,136.1,71.14,64.95,,1363,21923,0.032
United Kingdom,GBR,17/09/2021,92907694,48544576,44363118,,81162,87696,136.21,71.17,65.04,,1286,21167,0.031
United Kingdom,GBR,18/09/2021,93006389,48570774,44435615,,98695,83799,136.36,71.21,65.15,,1229,20922,0.031
United Kingdom,GBR,19/09/2021,93055386,48584614,44470772,,48997,81146,136.43,71.23,65.2,,1190,20763,0.03
United Kingdom,GBR,20/09/2021,93121878,48604764,44517114,,66492,79205,136.53,71.26,65.27,,1161,20866,0.031
United Kingdom,GBR,21/09/2021,93185668,48625148,44560520,,63790,76265,136.62,71.29,65.33,,1118,21258,0.031
United Kingdom,GBR,22/09/2021,93252394,48647827,44604567,,66726,73269,136.72,71.32,65.4,,1074,21011,0.031
United Kingdom,GBR,23/09/2021,93322065,48672910,44649155,,69671,70790,136.82,71.36,65.46,,1038,21302,0.031
United Kingdom,GBR,24/09/2021,93394441,48700527,44693914,,72376,69535,136.93,71.4,65.53,,1019,22279,0.033
United Kingdom,GBR,25/09/2021,93465855,48724823,44741032,,71414,65638,137.03,71.44,65.6,,962,22007,0.032
United Kingdom,GBR,26/09/2021,93507378,48740807,44766571,,41523,64570,137.09,71.46,65.63,,947,22313,0.033
United Kingdom,GBR,27/09/2021,93565474,48765726,44799748,,58096,63371,137.18,71.5,65.68,,929,22995,0.034
United Kingdom,GBR,28/09/2021,93630859,48797579,44833280,,65385,63599,137.27,71.54,65.73,,932,24633,0.036
United Kingdom,GBR,29/09/2021,93696491,48829118,44867373,,65632,63442,137.37,71.59,65.78,,930,25899,0.038
United Kingdom,GBR,30/09/2021,94633524,48863490,44901832,868202,937033,187351,138.74,71.64,65.83,1.27,2747,27226,0.04
United Kingdom,GBR,01/10/2021,94859905,48901670,44936121,1022114,226381,209352,139.08,71.7,65.88,1.5,3069,28735,0.042
United Kingdom,GBR,02/10/2021,95119823,48932736,44970512,1216575,259918,236281,139.46,71.74,65.93,1.78,3464,29702,0.044
United Kingdom,GBR,03/10/2021,95254996,48956859,44992044,1306093,135173,249660,139.66,71.78,65.96,1.91,3660,30865,0.045
United Kingdom,GBR,04/10/2021,95445881,48994530,45021381,1429970,190885,268630,139.94,71.83,66.01,2.1,3938,32686,0.048
United Kingdom,GBR,05/10/2021,95671900,49035877,45049953,1586070,226019,291577,140.27,71.89,66.05,2.33,4275,34043,0.05
United Kingdom,GBR,06/10/2021,95895401,49068705,45078529,1748167,223501,314130,140.59,71.94,66.09,2.56,4606,34227,0.05
United Kingdom,GBR,07/10/2021,96134715,49101734,45107185,1925796,239314,214456,140.95,71.99,66.13,2.82,3144,34035,0.05
United Kingdom,GBR,08/10/2021,96369396,49133419,45136253,2099724,234681,215642,141.29,72.04,66.18,3.08,3162,33107,0.049
United Kingdom,GBR,09/10/2021,96685077,49164814,45169730,2350533,315681,223608,141.75,72.08,66.22,3.45,3278,33154,0.049
United Kingdom,GBR,10/10/2021,96820110,49186920,45189181,2444009,135033,223588,141.95,72.11,66.25,3.58,3278,32866,0.048
United Kingdom,GBR,11/10/2021,96997450,49216092,45212813,2568545,177340,221653,142.21,72.16,66.29,3.77,3250,31652,0.046
United Kingdom,GBR,12/10/2021,97224561,49252939,45239759,2731863,227111,221809,142.54,72.21,66.33,4.01,3252,31009,0.045
United Kingdom,GBR,13/10/2021,97754591,49291665,45269240,3193686,530030,265599,143.32,72.27,66.37,4.68,3894,31851,0.047
United Kingdom,GBR,14/10/2021,98065088,49335154,45297231,3432703,310497,275768,143.78,72.33,66.41,5.03,4043,33346,0.049
United Kingdom,GBR,15/10/2021,98356171,49375917,45326663,3653591,291083,283825,144.2,72.39,66.45,5.36,4161,34643,0.051
United Kingdom,GBR,16/10/2021,98724853,49404916,45360146,3959791,368682,291397,144.74,72.43,66.5,5.81,4272,34300,0.05
United Kingdom,GBR,17/10/2021,98877987,49422753,45377411,4077823,153134,293982,144.97,72.46,66.53,5.98,4310,33690,0.049
United Kingdom,GBR,18/10/2021,99119443,49462425,45400990,4256028,241456,303142,145.32,72.52,66.56,6.24,4444,35190,0.052
United Kingdom,GBR,19/10/2021,99427187,49505327,45433757,4488103,307744,314661,145.77,72.58,66.61,6.58,4613,36055,0.053
