location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Italy,ITA,20/07/2021,63066373,36929118,27445188,,567954,558072,104.47,61.17,45.46,,9245,101516,0.168
Italy,ITA,21/07/2021,63651291,37064808,27899621,,584918,560485,105.44,61.4,46.22,,9285,106870,0.177
Italy,ITA,22/07/2021,64258882,37211134,28365470,,607591,559441,106.45,61.64,46.99,,9267,113088,0.187
Italy,ITA,23/07/2021,64847127,37372935,28796526,,588245,558215,107.42,61.91,47.7,,9247,122311,0.203
Italy,ITA,24/07/2021,65342647,37493516,29176030,,495520,552071,108.24,62.11,48.33,,9145,127826,0.212
Italy,ITA,25/07/2021,65706427,37576800,29459426,,363780,540433,108.84,62.25,48.8,,8952,127320,0.211
Italy,ITA,26/07/2021,66272077,37724590,29882609,,565650,539094,109.78,62.49,49.5,,8930,130927,0.217
Italy,ITA,27/07/2021,66845987,37872226,30315066,,573910,539945,110.73,62.74,50.22,,8944,134730,0.223
Italy,ITA,28/07/2021,67385797,38036869,30697106,,539810,533501,111.63,63.01,50.85,,8838,138866,0.23
Italy,ITA,29/07/2021,67926146,38220628,31059580,,540349,523895,112.52,63.31,51.45,,8678,144213,0.239
Italy,ITA,30/07/2021,68442571,38412115,31390733,,516425,513635,113.38,63.63,52,,8508,148454,0.246
Italy,ITA,31/07/2021,68875410,38570283,31669641,,432839,504680,114.09,63.89,52.46,,8360,153824,0.255
Italy,ITA,01/08/2021,69171791,38683982,31854698,,296381,495052,114.58,64.08,52.77,,8201,158169,0.262
Italy,ITA,02/08/2021,69649687,38840745,32180238,,477896,482516,115.38,64.34,53.31,,7993,159451,0.264
Italy,ITA,03/08/2021,70118855,38998854,32495324,,469168,467553,116.15,64.6,53.83,,7745,160947,0.267
Italy,ITA,04/08/2021,70597275,39179374,32796902,,478420,458783,116.95,64.9,54.33,,7600,163215,0.27
Italy,ITA,05/08/2021,71059642,39362024,33080148,,462367,447642,117.71,65.2,54.8,,7415,163057,0.27
Italy,ITA,06/08/2021,71499905,39556756,33330235,,440263,436762,118.44,65.53,55.21,,7235,163520,0.271
Italy,ITA,07/08/2021,71845451,39714195,33521478,,345546,424292,119.01,65.79,55.53,,7028,163416,0.271
Italy,ITA,08/08/2021,72105159,39827451,33669504,,259708,419053,119.44,65.98,55.77,,6942,163353,0.271
Italy,ITA,09/08/2021,72512834,40014908,33893239,,407675,409021,120.12,66.29,56.14,,6776,167738,0.278
Italy,ITA,10/08/2021,72890779,40201682,34087999,,377945,395989,120.75,66.59,56.47,,6560,171833,0.285
Italy,ITA,11/08/2021,73249934,40381205,34271718,,359155,378951,121.34,66.89,56.77,,6277,171690,0.284
Italy,ITA,12/08/2021,73589068,40566977,34428713,,339134,361347,121.9,67.2,57.03,,5986,172136,0.285
Italy,ITA,13/08/2021,73886124,40727230,34568353,,297056,340888,122.39,67.47,57.26,,5647,167211,0.277
Italy,ITA,14/08/2021,74014907,40794351,34631043,,128783,309922,122.61,67.58,57.37,,5134,154308,0.256
Italy,ITA,15/08/2021,74067805,40822782,34656031,,52898,280378,122.69,67.62,57.41,,4645,142190,0.236
Italy,ITA,16/08/2021,74302952,40952996,34762997,,235147,255731,123.08,67.84,57.59,,4236,134013,0.222
Italy,ITA,17/08/2021,74554399,41086357,34884510,,251447,237660,123.5,68.06,57.79,,3937,126382,0.209
Italy,ITA,18/08/2021,74814393,41229891,35004567,,259994,223494,123.93,68.3,57.99,,3702,121241,0.201
Italy,ITA,19/08/2021,75057045,41358913,35121460,,242652,209711,124.33,68.51,58.18,,3474,113134,0.187
Italy,ITA,20/08/2021,75288775,41477031,35237580,,231730,200379,124.72,68.71,58.37,,3319,107114,0.177
Italy,ITA,21/08/2021,75445269,41557143,35315445,,156494,204337,124.98,68.84,58.5,,3385,108970,0.181
Italy,ITA,22/08/2021,75558602,41606916,35380585,,113333,212971,125.16,68.92,58.61,,3528,112019,0.186
Italy,ITA,23/08/2021,75869583,41756742,35545438,,310981,223804,125.68,69.17,58.88,,3707,114821,0.19
Italy,ITA,24/08/2021,76150777,41895196,35690887,,281194,228054,126.15,69.4,59.12,,3778,115548,0.191
Italy,ITA,25/08/2021,76446197,42027438,35857086,,295420,233115,126.63,69.62,59.4,,3862,113935,0.189
Italy,ITA,26/08/2021,76728506,42150626,36018983,,282309,238780,127.1,69.82,59.67,,3955,113102,0.187
Italy,ITA,27/08/2021,77019537,42268015,36195095,,291031,247252,127.58,70.02,59.96,,4096,112998,0.187
Italy,ITA,28/08/2021,77247046,42364504,36327595,,227509,257397,127.96,70.18,60.18,,4264,115337,0.191
Italy,ITA,29/08/2021,77408245,42432735,36421445,,161199,264235,128.23,70.29,60.33,,4377,117974,0.195
Italy,ITA,30/08/2021,77759033,42590337,36617009,,350788,269921,128.81,70.55,60.66,,4471,119085,0.197
Italy,ITA,31/08/2021,78083413,42734879,36799146,,324380,276091,129.35,70.79,60.96,,4574,119955,0.199
Italy,ITA,01/09/2021,78397814,42870587,36979708,,314401,278802,129.87,71.02,61.26,,4618,120450,0.2
Italy,ITA,02/09/2021,78696702,42992472,37159146,,298888,281171,130.36,71.22,61.55,,4658,120264,0.199
Italy,ITA,03/09/2021,78993132,43109612,37340166,,296430,281942,130.85,71.41,61.85,,4670,120228,0.199
Italy,ITA,04/09/2021,79214172,43209488,37462439,,221040,281018,131.22,71.58,62.06,,4655,120712,0.2
Italy,ITA,05/09/2021,79357489,43270690,37545173,,143317,278463,131.46,71.68,62.19,,4613,119708,0.198
Italy,ITA,06/09/2021,79647761,43378818,37728920,,290272,269818,131.94,71.86,62.5,,4470,112640,0.187
Italy,ITA,07/09/2021,79930912,43476455,37915998,,283151,263928,132.41,72.02,62.81,,4372,105939,0.175
Italy,ITA,08/09/2021,80202796,43570945,38094974,,271884,257855,132.86,72.18,63.11,,4271,100051,0.166
Italy,ITA,09/09/2021,80481418,43658270,38287741,,278622,254959,133.32,72.32,63.42,,4223,95114,0.158
Italy,ITA,10/09/2021,80755462,43744305,38476733,,274044,251761,133.77,72.46,63.74,,4170,90670,0.15
Italy,ITA,11/09/2021,80960763,43816686,38610568,,205301,249513,134.11,72.58,63.96,,4133,86743,0.144
Italy,ITA,12/09/2021,81093085,43864665,38695426,,132322,247942,134.33,72.66,64.1,,4107,84854,0.141
Italy,ITA,13/09/2021,81349855,43938088,38879214,362,256770,243156,134.76,72.78,64.4,0,4028,79896,0.132
Italy,ITA,14/09/2021,81589602,44008600,39049262,803,239747,236956,135.15,72.9,64.69,0,3925,76021,0.126
Italy,ITA,15/09/2021,81813561,44077228,39205022,1273,223959,230109,135.53,73.01,64.94,0,3812,72326,0.12
Italy,ITA,16/09/2021,82029984,44140104,39358775,2076,216423,221224,135.88,73.12,65.2,0,3665,68833,0.114
Italy,ITA,17/09/2021,82248748,44215698,39501874,3087,218764,213327,136.25,73.24,65.44,0.01,3534,67342,0.112
Italy,ITA,18/09/2021,82455931,44302762,39622336,3748,207183,213595,136.59,73.39,65.64,0.01,3538,69439,0.115
Italy,ITA,19/09/2021,82586858,44357221,39698884,4194,130927,213396,136.81,73.48,65.76,0.01,3535,70365,0.117
Italy,ITA,20/09/2021,82853729,44443058,39871889,13154,266871,214839,137.25,73.62,66.05,0.02,3559,72139,0.119
Italy,ITA,21/09/2021,83110040,44532008,40031672,21890,256311,217205,137.67,73.77,66.31,0.04,3598,74773,0.124
Italy,ITA,22/09/2021,83362125,44623702,40183614,31262,252085,221223,138.09,73.92,66.57,0.05,3665,78068,0.129
Italy,ITA,23/09/2021,83592323,44714934,40314544,40508,230198,223191,138.47,74.07,66.78,0.07,3697,82119,0.136
Italy,ITA,24/09/2021,83827746,44809539,40447547,49378,235423,225571,138.86,74.23,67,0.08,3737,84834,0.141
Italy,ITA,25/09/2021,84032880,44897423,40560305,54940,205134,225278,139.2,74.37,67.19,0.09,3732,84952,0.141
Italy,ITA,26/09/2021,84160359,44953625,40628000,59245,127479,224786,139.41,74.47,67.3,0.1,3724,85201,0.141
Italy,ITA,27/09/2021,84382543,45037939,40756986,69227,222184,218402,139.78,74.61,67.51,0.11,3618,84983,0.141
Italy,ITA,28/09/2021,84584967,45119099,40867824,80549,202424,210704,140.12,74.74,67.7,0.13,3490,83870,0.139
Italy,ITA,29/09/2021,84782426,45199561,40973821,92316,197459,202900,140.44,74.87,67.87,0.15,3361,82266,0.136
Italy,ITA,30/09/2021,84986719,45287226,41077010,107178,204293,199199,140.78,75.02,68.04,0.18,3300,81756,0.135
Italy,ITA,01/10/2021,85163449,45356003,41166455,126227,176730,190815,141.08,75.13,68.19,0.21,3161,78066,0.129
Italy,ITA,02/10/2021,85313836,45419388,41239986,140214,150387,182994,141.32,75.24,68.31,0.23,3031,74566,0.124
Italy,ITA,03/10/2021,85399924,45453011,41285093,147851,86088,177081,141.47,75.29,68.39,0.24,2933,71341,0.118
Italy,ITA,04/10/2021,85575312,45510798,41368780,182228,175388,170396,141.76,75.39,68.53,0.3,2823,67551,0.112
Italy,ITA,05/10/2021,85741529,45567929,41444472,216151,166217,165223,142.03,75.48,68.65,0.36,2737,64119,0.106
Italy,ITA,06/10/2021,85900849,45626407,41511768,250235,159320,159775,142.3,75.58,68.77,0.41,2647,60978,0.101
Italy,ITA,07/10/2021,86061724,45687091,41578262,284528,160875,153572,142.56,75.68,68.88,0.47,2544,57124,0.095
Italy,ITA,08/10/2021,86234452,45751894,41653348,318043,172728,153000,142.85,75.79,69,0.53,2534,56556,0.094
Italy,ITA,09/10/2021,86382815,45807577,41724556,340164,148363,152711,143.09,75.88,69.12,0.56,2530,55456,0.092
Italy,ITA,10/10/2021,86468076,45836187,41767975,353755,85261,152593,143.24,75.93,69.19,0.59,2528,54739,0.091
Italy,ITA,11/10/2021,86651204,45896080,41850653,394772,183128,153699,143.54,76.03,69.33,0.65,2546,55040,0.091
Italy,ITA,12/10/2021,86840870,45959943,41930364,441588,189666,157049,143.85,76.13,69.46,0.73,2602,56002,0.093
Italy,ITA,13/10/2021,87046028,46030206,42013953,493620,205158,163597,144.19,76.25,69.6,0.82,2710,57686,0.096
Italy,ITA,14/10/2021,87271451,46111982,42100035,552018,225423,172818,144.57,76.39,69.74,0.91,2863,60699,0.101
Italy,ITA,15/10/2021,87491064,46188881,42187960,607524,219613,179516,144.93,76.51,69.89,1.01,2974,62427,0.103
Italy,ITA,16/10/2021,87662352,46246172,42265875,644247,171288,182791,145.21,76.61,70.01,1.07,3028,62656,0.104
Italy,ITA,17/10/2021,87766323,46277854,42314788,668035,103971,185464,145.39,76.66,70.1,1.11,3072,63095,0.105
Italy,ITA,18/10/2021,87963547,46330027,42400827,727391,197224,187478,145.71,76.75,70.24,1.2,3106,61992,0.103
Italy,ITA,19/10/2021,88149753,46372789,42475333,796711,186206,186983,146.02,76.82,70.36,1.32,3097,58978,0.098
Italy,ITA,20/10/2021,88337813,46411717,42546659,874796,188060,184541,146.33,76.88,70.48,1.45,3057,54502,0.09
Italy,ITA,21/10/2021,88529579,46447554,42621279,956452,191766,179733,146.65,76.94,70.6,1.58,2977,47939,0.079
Italy,ITA,22/10/2021,88710173,46481771,42691216,1033380,180594,174158,146.95,77,70.72,1.71,2885,41841,0.069
Italy,ITA,23/10/2021,88843857,46505985,42748987,1085289,133684,168786,147.17,77.04,70.81,1.8,2796,37116,0.061
Italy,ITA,24/10/2021,88911450,46518369,42780949,1108699,67593,163590,147.28,77.06,70.87,1.84,2710,34359,0.057
Italy,ITA,25/10/2021,89081472,46545257,42842752,1190245,170022,159704,147.57,77.1,70.97,1.97,2646,30747,0.051
Italy,ITA,26/10/2021,89252950,46569604,42898401,1281937,171478,157600,147.85,77.14,71.06,2.12,2611,28116,0.047
Italy,ITA,27/10/2021,89436337,46593607,42954121,1385825,183387,156932,148.15,77.18,71.15,2.3,2600,25984,0.043
Italy,ITA,28/10/2021,89632054,46616655,43012919,1499832,195717,157496,148.48,77.22,71.25,2.48,2609,24157,0.04
Italy,ITA,29/10/2021,89815388,46637817,43072213,1602836,183334,157888,148.78,77.26,71.35,2.66,2615,22292,0.037
Italy,ITA,30/10/2021,89949622,46655745,43120584,1670886,134234,157966,149,77.29,71.43,2.77,2617,21394,0.035
Italy,ITA,31/10/2021,90010471,46664303,43144670,1699139,60849,157003,149.1,77.3,71.47,2.81,2601,20848,0.035
Italy,ITA,01/11/2021,90063138,46670519,43163016,1727268,52667,140238,149.19,77.31,71.5,2.86,2323,17895,0.03
Italy,ITA,02/11/2021,90231620,46688966,43223867,1816533,168482,139810,149.47,77.34,71.6,3.01,2316,17052,0.028
Italy,ITA,03/11/2021,90427838,46708079,43282499,1935110,196218,141643,149.8,77.37,71.7,3.21,2346,16353,0.027
Italy,ITA,04/11/2021,90631153,46727766,43339656,2061653,203315,142728,150.13,77.41,71.79,3.42,2364,15873,0.026
Italy,ITA,05/11/2021,90847453,46748056,43400801,2196734,216300,147438,150.49,77.44,71.89,3.64,2442,15748,0.026
Italy,ITA,06/11/2021,91000443,46765615,43445404,2287646,152990,150117,150.74,77.47,71.97,3.79,2487,15696,0.026
Italy,ITA,07/11/2021,91067631,46773516,43466840,2325510,67188,151023,150.86,77.48,72,3.85,2502,15602,0.026
Italy,ITA,08/11/2021,91268685,46793882,43516423,2456710,201054,172221,151.19,77.52,72.09,4.07,2853,17623,0.029
Italy,ITA,09/11/2021,91475996,46813391,43560211,2600798,207311,177768,151.53,77.55,72.16,4.31,2945,17775,0.029
Italy,ITA,10/11/2021,91693524,46833693,43601241,2757048,217528,180812,151.89,77.58,72.23,4.57,2995,17945,0.03
Italy,ITA,11/11/2021,91912417,46854262,43644556,2912121,218893,183038,152.25,77.62,72.3,4.82,3032,18071,0.03
Italy,ITA,12/11/2021,92136139,46874649,43689471,3070625,223722,184098,152.63,77.65,72.37,5.09,3050,18085,0.03
Italy,ITA,13/11/2021,92303360,46893551,43721224,3187269,167221,186131,152.9,77.68,72.43,5.28,3083,18277,0.03
Italy,ITA,14/11/2021,92377500,46901397,43735142,3239686,74140,187124,153.03,77.69,72.45,5.37,3100,18269,0.03
Italy,ITA,15/11/2021,92589698,46920918,43770569,3396990,212198,188716,153.38,77.73,72.51,5.63,3126,18148,0.03
Italy,ITA,16/11/2021,92809269,46940054,43799778,3568312,219571,190468,153.74,77.76,72.56,5.91,3155,18095,0.03
Italy,ITA,17/11/2021,93033811,46959122,43826944,3746694,224542,191470,154.11,77.79,72.6,6.21,3172,17918,0.03
Italy,ITA,18/11/2021,93277898,46980647,43855969,3940302,244087,195069,154.52,77.82,72.65,6.53,3231,18055,0.03
Italy,ITA,19/11/2021,93532426,47002027,43883436,4146036,254528,199470,154.94,77.86,72.69,6.87,3304,18197,0.03
Italy,ITA,20/11/2021,93727269,47020673,43903248,4302486,194843,203416,155.26,77.89,72.73,7.13,3370,18160,0.03
Italy,ITA,21/11/2021,93811124,47029676,43913327,4367301,83855,204803,155.4,77.91,72.74,7.23,3393,18326,0.03
Italy,ITA,22/11/2021,94067323,47052263,43933926,4580385,256199,211089,155.82,77.94,72.78,7.59,3497,18764,0.031
Italy,ITA,23/11/2021,94353145,47074150,43956325,4822032,285822,220554,156.3,77.98,72.81,7.99,3654,19157,0.032
Italy,ITA,24/11/2021,94672778,47096489,43982881,5092896,319633,234138,156.83,78.02,72.86,8.44,3879,19624,0.033
Italy,ITA,25/11/2021,95023672,47123898,44004630,5394727,350894,249396,157.41,78.06,72.89,8.94,4131,20464,0.034
Italy,ITA,26/11/2021,95394380,47153602,44027580,5712905,370708,265993,158.02,78.11,72.93,9.46,4406,21654,0.036
Italy,ITA,27/11/2021,95709850,47183452,44047238,5978971,315470,283226,158.55,78.16,72.97,9.9,4692,23254,0.039
Italy,ITA,28/11/2021,95871256,47198855,44056307,6115971,161406,294305,158.81,78.19,72.98,10.13,4875,24168,0.04
Italy,ITA,29/11/2021,96251412,47232834,44076603,6441934,380156,312013,159.44,78.24,73.01,10.67,5169,25796,0.043
Italy,ITA,30/11/2021,96671244,47266007,44097644,6807676,419832,331157,160.14,78.3,73.05,11.28,5486,27408,0.045
Italy,ITA,01/12/2021,97136553,47298561,44117064,7221118,465309,351968,160.91,78.35,73.08,11.96,5830,28867,0.048
Italy,ITA,02/12/2021,97631854,47332329,44138409,7661408,495301,372597,161.73,78.41,73.12,12.69,6172,29776,0.049
Italy,ITA,03/12/2021,98156786,47367474,44160985,8128727,524932,394629,162.6,78.47,73.15,13.47,6537,30553,0.051
Italy,ITA,04/12/2021,98627907,47400184,44180894,8547394,471121,416865,163.38,78.52,73.19,14.16,6905,30962,0.051
Italy,ITA,05/12/2021,98922600,47423533,44191026,8808682,294693,435906,163.87,78.56,73.2,14.59,7221,32097,0.053
Italy,ITA,06/12/2021,99447155,47468355,44213407,9266151,524555,456535,164.74,78.63,73.24,15.35,7563,33646,0.056
Italy,ITA,07/12/2021,99991143,47511558,44234239,9746278,543988,474271,165.64,78.7,73.27,16.14,7856,35079,0.058
Italy,ITA,08/12/2021,100272642,47535447,44242318,9995898,281499,448013,166.1,78.74,73.29,16.56,7421,33841,0.056
Italy,ITA,09/12/2021,100831117,47574165,44270336,10487752,558475,457038,167.03,78.81,73.33,17.37,7571,34548,0.057
Italy,ITA,10/12/2021,101409983,47610733,44294994,11005526,578866,464742,167.99,78.87,73.38,18.23,7699,34751,0.058
Italy,ITA,11/12/2021,101921801,47643000,44315495,11464687,511818,470556,168.84,78.92,73.41,18.99,7795,34688,0.057
Italy,ITA,12/12/2021,102246937,47664427,44325838,11758123,325136,474905,169.37,78.96,73.43,19.48,7867,34413,0.057
Italy,ITA,13/12/2021,102770322,47697610,44348628,12225645,523385,474738,170.24,79.01,73.46,20.25,7864,32751,0.054
Italy,ITA,14/12/2021,103319320,47730743,44370529,12719744,548998,475454,171.15,79.07,73.5,21.07,7876,31312,0.052
Italy,ITA,15/12/2021,103889919,47762292,44392652,13236769,570599,516754,172.1,79.12,73.54,21.93,8560,32406,0.054
Italy,ITA,16/12/2021,104480191,47808613,44416632,13756869,590272,521296,173.07,79.2,73.58,22.79,8635,33493,0.055
Italy,ITA,17/12/2021,105064337,47849848,44442598,14273891,584146,522051,174.04,79.26,73.62,23.65,8648,34159,0.057
Italy,ITA,18/12/2021,105609250,47902877,44465942,14742519,544913,526778,174.94,79.35,73.66,24.42,8726,37125,0.061
Italy,ITA,19/12/2021,105959937,47940763,44478341,15042969,350687,530429,175.52,79.41,73.68,24.92,8787,39477,0.065
Italy,ITA,20/12/2021,106506125,47982554,44505483,15520330,546188,533686,176.43,79.48,73.72,25.71,8841,40706,0.067
Italy,ITA,21/12/2021,107067386,48023693,44532515,16013548,561261,535438,177.36,79.55,73.77,26.53,8870,41850,0.069
Italy,ITA,22/12/2021,107620071,48065877,44558590,16498118,552685,532879,178.27,79.62,73.81,27.33,8827,43369,0.072
Italy,ITA,23/12/2021,108114407,48108642,44583440,16924931,494336,519174,179.09,79.69,73.85,28.04,8600,42861,0.071
Italy,ITA,24/12/2021,108352142,48123843,44595254,17135701,237735,469686,179.49,79.72,73.87,28.39,7780,39142,0.065
Italy,ITA,25/12/2021,108388785,48125475,44597229,17168750,36643,397076,179.55,79.72,73.88,28.44,6578,31800,0.053
Italy,ITA,26/12/2021,108572306,48142483,44604732,17327786,183521,373196,179.85,79.75,73.89,28.7,6182,28817,0.048
Italy,ITA,27/12/2021,109169347,48192742,44647036,17832329,597041,380460,180.84,79.83,73.96,29.54,6302,30027,0.05
Italy,ITA,28/12/2021,109820799,48252884,44684327,18386415,651452,393345,181.92,79.93,74.02,30.46,6516,32742,0.054
Italy,ITA,29/12/2021,110461633,48313980,44713570,18936955,640834,405937,182.98,80.03,74.07,31.37,6724,35443,0.059
Italy,ITA,30/12/2021,111044319,48369894,44740723,19436670,582686,418559,183.95,80.13,74.11,32.2,6934,37322,0.062
Italy,ITA,31/12/2021,111325230,48391563,44752882,19684012,280911,424727,184.41,80.16,74.13,32.61,7036,38246,0.063
Italy,ITA,01/01/2022,111398381,48396941,44755888,19748806,73151,429942,184.53,80.17,74.14,32.71,7122,38781,0.064
Italy,ITA,02/01/2022,111737696,48440814,44774724,20025492,339315,452199,185.1,80.24,74.17,33.17,7491,42619,0.071
Italy,ITA,03/01/2022,112366098,48506973,44816217,20546356,628402,456679,186.14,80.35,74.24,34.04,7565,44890,0.074
Italy,ITA,04/01/2022,113055665,48584253,44855714,21119280,689567,462124,187.28,80.48,74.3,34.98,7655,47338,0.078
Italy,ITA,05/01/2022,113723267,48656695,44889730,21680487,667602,465948,188.39,80.6,74.36,35.91,7719,48959,0.081
Italy,ITA,06/01/2022,114063808,48703296,44909346,21954903,340541,431356,188.95,80.68,74.39,36.37,7146,47629,0.079
Italy,ITA,07/01/2022,114752311,48780083,44966180,22509892,688503,489583,190.09,80.81,74.49,37.29,8110,55503,0.092
Italy,ITA,08/01/2022,115393260,48864129,45019978,23013173,640949,570697,191.15,80.94,74.58,38.12,9454,66741,0.111
Italy,ITA,09/01/2022,115814353,48928275,45057448,23332798,421093,582380,191.85,81.05,74.64,38.65,9647,69637,0.115
Italy,ITA,10/01/2022,116483517,48999243,45112715,23875865,669164,588203,192.96,81.17,74.73,39.55,9744,70324,0.116
Italy,ITA,11/01/2022,117209187,49081962,45168018,24463648,725670,593360,194.16,81.31,74.82,40.52,9829,71101,0.118
Italy,ITA,12/01/2022,117923202,49161852,45220206,25045714,714015,599991,195.34,81.44,74.91,41.49,9939,72165,0.12
Italy,ITA,13/01/2022,118631612,49236452,45272985,25626834,708410,652543,196.52,81.56,75,42.45,10810,76165,0.126
Italy,ITA,14/01/2022,119339800,49314833,45313765,26215998,708188,655356,197.69,81.69,75.06,43.43,10856,76393,0.127
Italy,ITA,15/01/2022,120039771,49413149,45346013,26785508,699971,663787,198.85,81.85,75.12,44.37,10996,78431,0.13
Italy,ITA,16/01/2022,120473540,49479035,45372544,27126946,433769,665598,199.57,81.96,75.16,44.94,11026,78680,0.13
Italy,ITA,17/01/2022,121073134,49537951,45422903,27617360,599594,655660,200.56,82.06,75.24,45.75,10861,76958,0.127
Italy,ITA,18/01/2022,121704259,49597478,45476971,28135074,631125,642153,201.61,82.16,75.33,46.61,10637,73645,0.122
Italy,ITA,19/01/2022,122315628,49652469,45529929,28638548,611369,627489,202.62,82.25,75.42,47.44,10394,70088,0.116
Italy,ITA,20/01/2022,122919742,49706808,45580299,29138049,604114,612590,203.62,82.34,75.5,48.27,10148,67194,0.111
Italy,ITA,21/01/2022,123506726,49761368,45618268,29632599,586984,595275,204.59,82.43,75.57,49.09,9861,63791,0.106
Italy,ITA,22/01/2022,124072556,49831546,45644565,30102033,565830,576112,205.53,82.55,75.61,49.86,9543,59771,0.099
Italy,ITA,23/01/2022,124420723,49872300,45676783,30377289,348167,563883,206.11,82.61,75.66,50.32,9341,56181,0.093
Italy,ITA,24/01/2022,124952320,49912919,45729832,30815268,531597,554169,206.99,82.68,75.75,51.05,9180,53567,0.089
Italy,ITA,25/01/2022,125504828,49954081,45788400,31268151,552508,542938,207.9,82.75,75.85,51.8,8994,50943,0.084
Italy,ITA,26/01/2022,126036599,49993831,45843947,31704692,531771,531567,208.78,82.82,75.94,52.52,8806,48766,0.081
Italy,ITA,27/01/2022,126555591,50034017,45889809,32137714,518992,519407,209.64,82.88,76.02,53.24,8604,46744,0.077
Italy,ITA,28/01/2022,127088990,50074658,45945385,32574976,533399,511752,210.53,82.95,76.11,53.96,8477,44756,0.074
Italy,ITA,29/01/2022,127616840,50126001,46009956,32986979,527850,506326,211.4,83.03,76.22,54.64,8387,42065,0.07
Italy,ITA,30/01/2022,127937045,50162475,46058018,33222708,320205,502332,211.93,83.1,76.3,55.03,8321,41454,0.069
Italy,ITA,31/01/2022,128389092,50199232,46115678,33580432,452047,490967,212.68,83.16,76.39,55.63,8133,40902,0.068
Italy,ITA,01/02/2022,128814862,50232887,46178634,33909657,425770,472862,213.38,83.21,76.5,56.17,7833,39829,0.066
Italy,ITA,02/02/2022,129203294,50262993,46239390,34207252,388432,452385,214.03,83.26,76.6,56.67,7494,38452,0.064
Italy,ITA,03/02/2022,129564683,50291410,46297278,34482393,361389,429870,214.63,83.31,76.69,57.12,7121,36770,0.061
Italy,ITA,04/02/2022,129932903,50320516,46367396,34751415,368220,406273,215.24,83.36,76.81,57.57,6730,35123,0.058
Italy,ITA,05/02/2022,130298191,50356537,46448432,34999702,365288,383050,215.84,83.42,76.94,57.98,6345,32934,0.055
Italy,ITA,06/02/2022,130488741,50377175,46502240,35115822,190550,364528,216.16,83.45,77.03,58.17,6038,30671,0.051
Italy,ITA,07/02/2022,130773483,50398001,46565565,35316441,284742,340627,216.63,83.49,77.14,58.5,5643,28396,0.047
Italy,ITA,08/02/2022,131047081,50419835,46630653,35503194,273598,318888,217.08,83.52,77.24,58.81,5282,26707,0.044
Italy,ITA,09/02/2022,131290590,50439417,46687709,35670091,243509,298185,217.49,83.55,77.34,59.09,4939,25203,0.042
Italy,ITA,10/02/2022,131529466,50457666,46744631,35833838,238876,280683,217.88,83.58,77.43,59.36,4650,23751,0.039
Italy,ITA,11/02/2022,131771393,50476089,46805247,35996770,241927,262641,218.28,83.61,77.53,59.63,4351,22225,0.037
Italy,ITA,12/02/2022,132014261,50496814,46875402,36148795,242868,245153,218.68,83.65,77.65,59.88,4061,20040,0.033
Italy,ITA,13/02/2022,132133603,50506900,46915904,36217570,119342,234980,218.88,83.67,77.72,60,3892,18532,0.031
Italy,ITA,14/02/2022,132306838,50517923,46961418,36334280,173235,219051,219.17,83.68,77.79,60.19,3629,17132,0.028
Italy,ITA,15/02/2022,132490764,50530834,47008510,36458237,183926,206240,219.47,83.71,77.87,60.39,3416,15857,0.026
Italy,ITA,16/02/2022,132652421,50541480,47053028,36564754,161657,194547,219.74,83.72,77.94,60.57,3223,14580,0.024
Italy,ITA,17/02/2022,132802011,50550924,47094874,36663072,149590,181792,219.99,83.74,78.01,60.73,3011,13323,0.022
Italy,ITA,18/02/2022,132970438,50561231,47140285,36775809,168427,171292,220.27,83.76,78.09,60.92,2837,12163,0.02
Italy,ITA,19/02/2022,133132593,50571897,47191526,36876068,162155,159762,220.54,83.77,78.17,61.09,2646,10726,0.018
Italy,ITA,20/02/2022,133207978,50576190,47222351,36916338,75385,153482,220.66,83.78,78.22,61.15,2542,9899,0.016
Italy,ITA,21/02/2022,133341508,50582955,47259391,37006075,133530,147810,220.88,83.79,78.29,61.3,2449,9290,0.015
Italy,ITA,22/02/2022,133468593,50589958,47295707,37089873,127085,139690,221.09,83.8,78.35,61.44,2314,8446,0.014
Italy,ITA,23/02/2022,133587179,50596531,47328274,37169330,118586,133537,221.29,83.81,78.4,61.57,2212,7864,0.013
Italy,ITA,24/02/2022,133703630,50603025,47360031,37247539,116451,128803,221.48,83.82,78.45,61.7,2134,7443,0.012
Italy,ITA,25/02/2022,133834299,50609003,47393958,37338310,130669,123409,221.7,83.83,78.51,61.85,2044,6825,0.011
Italy,ITA,26/02/2022,133967627,50615035,47432129,37427446,133328,119291,221.92,83.84,78.57,62,1976,6163,0.01
Italy,ITA,27/02/2022,134028026,50617522,47454243,37463251,60399,117150,222.02,83.85,78.61,62.06,1941,5905,0.01
Italy,ITA,28/02/2022,134143026,50622930,47481936,37545153,115000,114503,222.21,83.86,78.65,62.19,1897,5711,0.009
Italy,ITA,01/03/2022,134227285,50629039,47503940,37601299,84259,108385,222.35,83.87,78.69,62.29,1795,5583,0.009
